model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#1,0.119464,0.090027,1.171108,1.666187,0.14399,0.119464
pls#2,0.113406,0.098317,1.026664,1.173539,0.131566,0.113406
L-En,0.112692,0.099037,1.475731,1.738501,0.101583,0.112692
lgbm_gbdt#2,0.107108,0.105837,1.33322,1.658398,0.101464,0.107108
lgbm_dart#2,0.106263,0.086315,1.338554,1.631243,0.114492,0.106263
N-En,0.10623,0.113461,1.126428,1.451312,0.130078,0.10623
lasso#1,0.098262,0.080508,1.509855,1.838842,0.084987,0.098262
elasticnet#1,0.097746,0.078899,1.549611,1.843657,0.082522,0.097746
ffn#2,0.096726,0.126082,1.000591,1.30675,0.111995,0.096726
lgbm_dart#1,0.096651,0.093442,1.042426,1.357701,0.132355,0.096651
elasticnet#2,0.095967,0.076239,1.551405,1.854388,0.081118,0.095967
lasso#2,0.087438,0.066485,1.547559,1.918916,0.07368,0.087438
ridge#1,0.087265,0.123271,1.391874,1.61602,0.093276,0.087265
ridge#2,0.086849,0.124029,1.388748,1.615492,0.093169,0.086849
pls#1,0.077113,0.109217,0.860591,1.467837,0.119276,0.077113
pcr#1,0.07582,0.0575,1.593138,1.877491,0.063664,0.07582
pcr#2,0.07582,0.0575,1.593138,1.877491,0.063664,0.07582
ffn#1,0.038258,0.122134,0.768653,1.162276,0.105837,0.038258
rf#2,0.037367,0.081796,0.842885,1.16416,0.116433,0.037367
rf#1,0.018981,0.076873,0.776554,1.141329,0.101066,0.018981
