model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#1,0.135237,0.073862,0.878411,0.972106,0.125405,0.135237
lgbm_dart#1,0.12787,0.078815,1.195165,1.343675,0.128908,0.12787
rf#1,0.122564,0.08899,0.769245,0.743197,0.091994,0.122564
lgbm_dart#2,0.117667,0.075989,0.996739,1.022378,0.117853,0.117667
N-En,0.116383,0.081255,0.964971,1.044784,0.108623,0.116383
rf#2,0.115245,0.078918,0.96702,0.959569,0.114449,0.115245
lgbm_gbdt#2,0.113612,0.0702,0.884782,0.91704,0.105843,0.113612
pls#1,0.095241,0.062521,0.873414,1.151254,0.088957,0.095241
pls#2,0.091792,0.058474,0.896532,0.982351,0.083864,0.091792
ffn#1,0.081589,0.072468,0.840691,0.976656,0.074251,0.081589
pcr#1,0.07405,0.040457,1.410081,1.621163,0.056638,0.07405
pcr#2,0.07405,0.040457,1.410081,1.621163,0.056638,0.07405
L-En,0.073823,0.056312,1.274369,1.438593,0.057782,0.073823
ffn#2,0.06607,0.067085,0.751072,0.864536,0.068327,0.06607
lasso#2,0.05673,0.037783,1.330656,1.696021,0.051522,0.05673
lasso#1,0.056408,0.037471,1.331625,1.702438,0.05123,0.056408
elasticnet#2,0.051477,0.033754,1.385299,1.768996,0.045051,0.051477
elasticnet#1,0.049861,0.032974,1.422503,1.768518,0.042284,0.049861
ridge#1,0.032765,0.072325,0.235244,1.083815,0.007801,0.032765
ridge#2,0.032495,0.072763,0.216839,1.069995,0.007335,0.032495
