model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_gbdt#1,0.119088,0.088529,0.486659,1.222896,0.135237
lgbm_gbdt#2,0.106866,0.075247,0.513576,1.232544,0.113612
lgbm_dart#1,0.101553,0.081024,0.826049,1.263082,0.12787
N-En,0.099422,0.07553,0.637196,1.237009,0.116383
rf#2,0.083966,0.075683,0.663478,1.269571,0.115245
lgbm_dart#2,0.082735,0.07323,0.647316,1.185574,0.117667
L-En,0.077224,0.052831,1.006163,1.430153,0.073823
rf#1,0.075754,0.063119,0.336108,1.279636,0.122564
pls#1,0.072007,0.039476,0.517798,1.231109,0.095241
pls#2,0.066825,0.016497,0.578451,1.116245,0.091792
ffn#1,0.066252,0.049644,0.681708,1.144997,0.081589
ffn#2,0.05512,0.036684,0.686378,1.109439,0.06607
pcr#1,0.047281,0.046112,0.980976,1.58647,0.07405
pcr#2,0.047281,0.046112,0.980976,1.58647,0.07405
lasso#2,0.042399,0.043664,0.99635,1.483199,0.05673
lasso#1,0.041727,0.043445,0.992741,1.485761,0.056408
elasticnet#1,0.036027,0.039906,1.028114,1.584642,0.049861
elasticnet#2,0.035545,0.040711,0.992986,1.551858,0.051477
ridge#1,-0.043021,0.044976,-0.467601,1.305094,0.032765
ridge#2,-0.044948,0.044498,-0.506582,1.303828,0.032495
