model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
rf#2,0.103189,0.102469,1.257008,2.136159,0.115752,0.103189
pls#2,0.095805,0.097365,1.168407,2.390569,0.107473,0.095805
rf#1,0.094111,0.095325,1.1391,1.968093,0.110597,0.094111
pls#1,0.088282,0.095663,0.972697,2.277769,0.097062,0.088282
ridge#2,0.088254,0.052072,1.962399,2.505015,0.094972,0.088254
ridge#1,0.088231,0.051872,1.962686,2.508634,0.095037,0.088231
N-En,0.081968,0.115066,0.852862,2.129632,0.102746,0.081968
L-En,0.081678,0.045444,2.131563,2.68611,0.089444,0.081678
elasticnet#2,0.079085,0.035584,2.128396,2.675401,0.086503,0.079085
elasticnet#1,0.077528,0.034815,2.149222,2.686238,0.084758,0.077528
lasso#1,0.07241,0.027415,2.198445,2.611189,0.080115,0.07241
lasso#2,0.072408,0.027406,2.198603,2.61064,0.080119,0.072408
lgbm_gbdt#1,0.069162,0.079894,0.888538,1.702207,0.097497,0.069162
ffn#2,0.069113,0.128286,0.625706,2.458026,0.086123,0.069113
ffn#1,0.067861,0.127561,0.61717,2.455892,0.085185,0.067861
lgbm_dart#1,0.061775,0.11662,0.691964,1.824079,0.084681,0.061775
lgbm_gbdt#2,0.045865,0.113765,0.453675,1.455246,0.066032,0.045865
lgbm_dart#2,0.018337,0.105976,0.265429,1.694626,0.039449,0.018337
pcr#2,-0.007854,-0.000347,-2.575791,-1.797837,-0.009284,-0.007854
pcr#1,-0.007854,-0.000347,-2.575791,-1.797837,-0.009284,-0.007854
