model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
rf#1,0.104578,0.116789,0.923378,0.945184,0.154027
rf#2,0.100815,0.109163,0.940994,0.94399,0.146888
lgbm_gbdt#2,0.095948,0.098749,1.288167,1.267765,0.126963
lgbm_dart#2,0.093784,0.100045,1.185691,1.196083,0.136178
N-En,0.084427,0.09644,0.871299,0.998145,0.127613
lgbm_dart#1,0.078945,0.099417,0.891239,0.98689,0.148178
lasso#1,0.077816,0.079996,1.407604,1.284575,0.09399
lasso#2,0.077757,0.080011,1.406906,1.28442,0.093977
elasticnet#1,0.075732,0.079889,1.390939,1.284614,0.092549
elasticnet#2,0.074458,0.080345,1.371718,1.280494,0.092561
L-En,0.071571,0.079355,1.379769,1.238082,0.088608
lgbm_gbdt#1,0.043653,0.04812,1.466597,1.536384,0.070642
pls#1,0.043568,0.069596,0.361101,0.759304,0.12133
pcr#2,0.015202,0.007992,0.87222,1.884503,0.019578
pcr#1,0.015202,0.007992,0.87222,1.884503,0.019578
ffn#2,-0.003899,0.040893,-0.232016,0.352125,0.074242
ridge#1,-0.019435,0.076801,-0.532046,1.144631,0.067775
ridge#2,-0.021682,0.077114,-0.578054,1.147617,0.067707
ffn#1,-0.130649,0.024398,-0.777635,0.151698,0.040124
pls#2,-0.220368,0.022331,-2.351743,0.341523,0.100461
