model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
rf#1,0.154027,0.169519,1.189562,1.405281,0.151813,0.154027
lgbm_dart#1,0.148178,0.160178,1.191919,1.377717,0.15212,0.148178
rf#2,0.146888,0.161206,1.17378,1.379308,0.145801,0.146888
lgbm_dart#2,0.136178,0.142818,1.377553,1.56127,0.13422,0.136178
N-En,0.127613,0.145766,1.2066,1.522699,0.125979,0.127613
lgbm_gbdt#2,0.126963,0.126845,1.436962,1.58339,0.124141,0.126963
pls#1,0.12133,0.121197,1.094703,1.647608,0.120049,0.12133
pls#2,0.100461,0.141706,1.186569,1.355848,0.093968,0.100461
lasso#1,0.09399,0.096974,1.68624,1.974219,0.086227,0.09399
lasso#2,0.093977,0.097008,1.685999,1.974099,0.086213,0.093977
elasticnet#2,0.092561,0.097865,1.674026,1.971031,0.08482,0.092561
elasticnet#1,0.092549,0.096746,1.680824,1.974604,0.084848,0.092549
L-En,0.088608,0.096291,1.682407,1.942976,0.080071,0.088608
ffn#2,0.074242,0.123793,0.72522,1.424363,0.073602,0.074242
lgbm_gbdt#1,0.070642,0.076991,1.707601,1.909149,0.065012,0.070642
ridge#1,0.067775,0.106242,1.468133,1.905169,0.053841,0.067775
ridge#2,0.067707,0.106849,1.460679,1.905294,0.053642,0.067707
ffn#1,0.040124,0.141491,0.354606,1.246318,0.052177,0.040124
pcr#1,0.019578,0.00428,1.5623,2.077279,0.019011,0.019578
pcr#2,0.019578,0.00428,1.5623,2.077279,0.019011,0.019578
