model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,6,2.198689,1.965076,2.740691,1.0
N-En,6,2.219431,1.970264,2.759262,1.0
elasticnet#1,6,2.191861,1.966239,2.730563,1.0
elasticnet#2,6,2.191861,1.966239,2.730563,1.0
ffn#1,6,2.223211,1.995596,2.728876,1.0
ffn#2,6,2.210176,1.990068,2.720411,1.0
lasso#1,6,2.191861,1.966239,2.730563,1.0
lasso#2,6,2.191861,1.966239,2.730563,1.0
lgbm_dart#1,6,2.224892,1.984578,2.7461,1.0
lgbm_dart#2,6,2.201933,1.907681,2.827315,1.0
lgbm_gbdt#1,6,2.149354,1.945981,2.705485,1.0
lgbm_gbdt#2,6,2.022733,2.0387,2.430306,1.0
pcr#1,6,2.219882,1.970199,2.759914,1.0
pcr#2,6,2.219882,1.970199,2.759914,1.0
pls#1,6,2.206846,1.964573,2.751564,1.0
pls#2,6,2.206542,1.963913,2.752109,1.0
rf#1,6,2.219431,1.970264,2.759262,1.0
rf#2,6,2.219431,1.970264,2.759262,1.0
ridge#1,6,2.111927,1.940215,2.666273,1.0
ridge#2,6,2.111927,1.940215,2.666273,1.0
