model,IC_mean,IC_std,N
L-En,0.32947994987468676,0.5103707451279196,6
N-En,0.3343654926085267,0.5296005170566386,6
elasticnet#1,0.30321207430340563,0.5377232688986102,6
elasticnet#2,0.29953560371517035,0.5365961591375531,6
ffn#1,0.3151205218929678,0.5385592494906886,6
ffn#2,0.3263784461152883,0.5289236768220111,6
lasso#1,0.2992223205071503,0.533042285231597,6
lasso#2,0.30321207430340563,0.5377232688986102,6
lgbm_dart#1,0.3048794252580726,0.5058446703979711,6
lgbm_dart#2,0.274690884152401,0.5696182696708905,6
lgbm_gbdt#1,0.2869947208256694,0.5140259832364698,6
lgbm_gbdt#2,0.28271063708817745,0.5294968698646237,6
pcr#1,0.35663238979802453,0.49728838645552836,6
pcr#2,0.35663238979802453,0.49728838645552836,6
pls#1,0.34493402624207586,0.49603340317113526,6
pls#2,0.3363390092879257,0.4989133862256891,6
rf#1,0.33680375238332827,0.5243431381808796,6
rf#2,0.3424404929435889,0.5233860398930639,6
ridge#1,0.28120149973865144,0.5187710621068419,6
ridge#2,0.28120149973865144,0.5187710621068419,6
