model,params,score_mean,fold_scores,n_splits,gap,min_train_days,use_trva,best_iteration_median
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.430375245218266}",-0.22432578329535385,"[-0.4860076147086827, 0.037356048117974994]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 13.981961408994046}",-0.07317935148039184,"[-0.1862914005906251, 0.03993269762984142]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.431172050131989}",-0.172892808581531,"[-0.38373474869355695, 0.03794913153049495]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.31171005868549}",-0.22810810851501906,"[-0.49353602353981807, 0.03731980650977995]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.8662266976517967}",-0.3487204575228805,"[-0.7339845105571248, 0.03654359551136377]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.663279761354557}",-0.13286445770911626,"[-0.30430299407266626, 0.03857407865443374]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.0547625125911337}",-0.33418661211518735,"[-0.7049787605403972, 0.0366055363100225]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 47.34989304499475}",0.02746387068046635,"[0.008896642129253118, 0.046031099231679584]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 77.80155576901412}",0.04602525368368793,"[0.04227834137085962, 0.04977216599651624]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.4135935551752299}",-0.39252393625802867,"[-0.8214412338224228, 0.0363933613063655]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 23.72330072992193}",-0.01903899794112568,"[-0.08013864740588472, 0.04206065152363336]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.860866271460544}",-0.2435395398394355,"[-0.5242600447647239, 0.03718096508585289]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.059803874660431}",-0.20588065595640176,"[-0.4493075403567408, 0.03754622844393729]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 59.812219011525556}",0.0374551631169418,"[0.02721009910869643, 0.04770022712518718]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.16334587611069498}",-0.8668577422185314,"[-1.7696821497800825, 0.03596666534301973]",3,1,60,True,
