model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
N-En,0.096865,0.103596,1.703096,1.689274,0.125574
rf#1,0.095046,0.100547,1.669285,1.724661,0.131519
lgbm_dart#2,0.091404,0.094769,1.322191,1.353581,0.134804
lgbm_gbdt#1,0.086213,0.090883,1.140497,1.20416,0.126272
rf#2,0.084819,0.088362,1.79546,1.852703,0.110215
lgbm_gbdt#2,0.082551,0.083436,1.425014,1.424077,0.111454
ffn#1,0.081241,0.116379,0.695113,1.322215,0.130898
ffn#2,0.080877,0.117131,0.662859,1.310156,0.132079
lgbm_dart#1,0.080105,0.081628,1.840422,1.910011,0.098885
L-En,0.039823,0.052195,1.740285,1.933495,0.052175
lasso#2,0.031498,0.043889,1.654532,1.786436,0.041072
lasso#1,0.031425,0.043885,1.649101,1.785524,0.041025
elasticnet#2,0.030277,0.043689,1.567249,1.774218,0.040164
elasticnet#1,0.029986,0.043696,1.540688,1.769912,0.040007
pls#2,0.018716,0.065019,0.05243,0.90651,0.119338
pcr#2,-0.002485,-0.000539,-0.045454,-0.976123,-0.00591
pcr#1,-0.002485,-0.000539,-0.045454,-0.976123,-0.00591
pls#1,-0.026549,0.058274,-1.301492,1.216593,0.094991
ridge#1,-0.074441,0.047786,-1.448085,1.13914,0.034486
ridge#2,-0.075887,0.047836,-1.460127,1.134085,0.034493
