model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,10,1.832974,2.522529,2.297841,0.8
N-En,10,1.837023,2.518522,2.306582,0.8
elasticnet#1,10,1.832974,2.522529,2.297841,0.8
elasticnet#2,10,1.832974,2.522529,2.297841,0.8
ffn#1,10,1.829006,2.522025,2.293326,0.8
ffn#2,10,1.641269,2.175096,2.38617,0.8
lasso#1,10,1.817557,2.534468,2.267781,0.7
lasso#2,10,1.817557,2.534468,2.267781,0.7
lgbm_dart#1,10,1.819113,2.530375,2.273394,0.7
lgbm_dart#2,10,1.82322,2.530913,2.278042,0.7
lgbm_gbdt#1,10,1.824701,2.528247,2.282297,0.8
lgbm_gbdt#2,10,1.817034,2.533944,2.267598,0.7
pcr#1,10,1.832409,2.521987,2.297627,0.8
pcr#2,10,1.832409,2.521987,2.297627,0.8
pls#1,10,1.833476,2.520574,2.300255,0.8
pls#2,10,1.837899,2.528114,2.298926,0.8
rf#1,10,1.839681,2.515839,2.312383,0.8
rf#2,10,1.842957,2.512857,2.31925,0.8
ridge#1,10,1.834121,2.522031,2.299734,0.8
ridge#2,10,1.834121,2.522031,2.299734,0.8
