model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#1,0.245644,0.12409,0.716724,0.611189,0.249269,0.245644
lgbm_gbdt#1,0.232013,0.096576,0.720396,0.625154,0.234899,0.232013
lgbm_gbdt#2,0.212148,0.101423,0.820891,0.743899,0.213244,0.212148
N-En,0.184799,0.096802,0.80163,0.727189,0.187257,0.184799
pls#2,0.17154,0.062873,0.881208,0.850369,0.173799,0.17154
lgbm_dart#2,0.168825,0.087264,0.697728,0.699066,0.172967,0.168825
pls#1,0.165471,0.030628,0.802082,0.726502,0.167997,0.165471
rf#1,0.160881,0.077463,0.817725,0.714085,0.162464,0.160881
ffn#1,0.141275,0.096942,0.845099,0.78527,0.143407,0.141275
ffn#2,0.138412,0.096172,0.852936,0.779891,0.140414,0.138412
rf#2,0.130103,0.071172,0.855099,0.760683,0.131223,0.130103
L-En,0.066359,0.034278,0.937055,0.915083,0.067015,0.066359
lasso#1,0.0585,0.033833,0.93651,0.939982,0.059087,0.0585
elasticnet#1,0.057736,0.034041,0.938179,0.939391,0.058308,0.057736
elasticnet#2,0.057565,0.034138,0.938416,0.938558,0.058132,0.057565
lasso#2,0.055144,0.035528,0.940655,0.929063,0.055656,0.055144
ridge#1,0.03137,0.049532,0.926888,0.86974,0.031517,0.03137
ridge#2,0.030871,0.049667,0.92592,0.869913,0.031015,0.030871
pcr#2,-0.007673,-0.00031,-1.062506,-0.916005,-0.007806,-0.007673
pcr#1,-0.007673,-0.00031,-1.062506,-0.916005,-0.007806,-0.007673
