model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,15,2.192394,2.953601,2.874832,0.733333
N-En,15,2.206246,2.978686,2.868632,0.733333
elasticnet#1,15,2.090809,2.840791,2.850498,0.8
elasticnet#2,15,2.091834,2.84055,2.852136,0.8
ffn#1,15,2.411885,3.423945,2.728195,0.733333
ffn#2,15,2.411885,3.423945,2.728195,0.733333
lasso#1,15,2.091834,2.84055,2.852136,0.8
lasso#2,15,2.091834,2.84055,2.852136,0.8
lgbm_dart#1,15,2.170633,2.94055,2.858929,0.8
lgbm_dart#2,15,2.219453,2.982485,2.882128,0.733333
lgbm_gbdt#1,15,2.208656,2.985358,2.865347,0.8
lgbm_gbdt#2,15,2.133294,2.855492,2.893447,0.733333
pcr#1,15,-1.412776,2.125943,-2.573757,0.266667
pcr#2,15,-1.412776,2.125943,-2.573757,0.266667
pls#1,15,2.062007,2.745948,2.908329,0.733333
pls#2,15,2.367488,3.384171,2.709449,0.733333
rf#1,15,2.137978,2.882059,2.873068,0.733333
rf#2,15,2.134946,2.88146,2.86959,0.733333
ridge#1,15,1.990521,2.682479,2.87393,0.733333
ridge#2,15,1.990521,2.682479,2.87393,0.733333
