model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,3,1.572261,2.795429,0.974175,0.333333
N-En,3,1.572646,2.796096,0.974181,0.333333
elasticnet#1,3,1.572261,2.795429,0.974175,0.333333
elasticnet#2,3,1.572261,2.795429,0.974175,0.333333
ffn#1,3,1.524671,2.713005,0.973388,0.333333
ffn#2,3,1.524671,2.713005,0.973388,0.333333
lasso#1,3,1.572261,2.795429,0.974175,0.333333
lasso#2,3,1.572261,2.795429,0.974175,0.333333
lgbm_dart#1,3,1.572261,2.795429,0.974175,0.333333
lgbm_dart#2,3,1.572646,2.796096,0.974181,0.333333
lgbm_gbdt#1,3,1.576834,2.803348,0.974248,0.333333
lgbm_gbdt#2,3,1.577277,2.792045,0.978467,0.333333
pcr#1,3,1.572646,2.796096,0.974181,0.333333
pcr#2,3,1.572646,2.796096,0.974181,0.333333
pls#1,3,1.572646,2.796096,0.974181,0.333333
pls#2,3,1.572646,2.796096,0.974181,0.333333
rf#1,3,1.572646,2.796096,0.974181,0.333333
rf#2,3,1.572646,2.796096,0.974181,0.333333
ridge#1,3,1.572261,2.795429,0.974175,0.333333
ridge#2,3,1.572261,2.795429,0.974175,0.333333
