model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,2,4.056691,6.419233,10.032037,0.5
N-En,2,4.094254,6.350784,10.234055,0.5
elasticnet#1,2,4.051273,6.411569,10.030611,0.5
elasticnet#2,2,4.051273,6.411569,10.030611,0.5
ffn#1,2,4.075247,6.377665,10.143608,0.5
ffn#2,2,3.641039,5.763603,10.028398,0.5
lasso#1,2,4.051273,6.411569,10.030611,0.5
lasso#2,2,4.051273,6.411569,10.030611,0.5
lgbm_dart#1,2,4.094254,6.350784,10.234055,0.5
lgbm_dart#2,2,4.078263,6.373399,10.157912,0.5
lgbm_gbdt#1,2,4.064722,6.392549,10.093854,0.5
lgbm_gbdt#2,2,4.064722,6.392549,10.093854,0.5
pcr#1,2,4.061276,6.412749,10.05353,0.5
pcr#2,2,4.061276,6.412749,10.05353,0.5
pls#1,2,4.061276,6.412749,10.05353,0.5
pls#2,2,4.061276,6.412749,10.05353,0.5
rf#1,2,4.086992,6.361055,10.199407,0.5
rf#2,2,4.10319,6.338147,10.276839,0.5
ridge#1,2,4.053395,6.414571,10.03117,0.5
ridge#2,2,4.053395,6.414571,10.03117,0.5
