model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
N-En,0.087663,0.078695,0.624365,1.377941,0.114709
lgbm_gbdt#1,0.082716,0.085287,1.597093,1.921189,0.108083
lgbm_dart#1,0.074553,0.075259,0.837548,1.317859,0.112703
lgbm_gbdt#2,0.074155,0.074883,1.60483,2.120024,0.08862
lgbm_dart#2,0.070632,0.067391,0.921081,1.518609,0.094554
pcr#1,0.035532,0.046792,2.134921,2.224743,0.058237
pcr#2,0.035532,0.046792,2.134921,2.224743,0.058237
rf#2,0.035017,0.030176,0.224875,0.470264,0.128234
rf#1,0.02454,0.019524,0.01715,0.332098,0.121383
L-En,0.020553,0.053282,-0.119282,1.151285,0.076534
lasso#2,-0.001099,0.026065,-0.379237,0.724613,0.057495
elasticnet#1,-0.002562,0.025981,-0.397912,0.719095,0.0577
elasticnet#2,-0.002711,0.026325,-0.401788,0.731823,0.057377
lasso#1,-0.012639,0.025703,-0.540628,0.653555,0.061619
ffn#2,-0.031579,0.041817,-0.970257,0.765059,0.059695
pls#1,-0.087138,-0.007371,-1.14653,0.069151,0.084258
ffn#1,-0.104816,0.00312,-1.43106,0.068418,0.050355
ridge#1,-0.308254,0.040066,-2.390871,0.706496,0.043767
ridge#2,-0.310552,0.041353,-2.383676,0.724623,0.044274
pls#2,-0.493829,-0.066908,-1.874854,-0.353446,0.088638
