model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,1,1.818675,,,1.0
N-En,1,1.88141,,,1.0
elasticnet#1,1,1.136048,,,1.0
elasticnet#2,1,1.136048,,,1.0
ffn#1,1,1.85559,,,1.0
ffn#2,1,1.85559,,,1.0
lasso#1,1,1.136048,,,1.0
lasso#2,1,1.136048,,,1.0
lgbm_dart#1,1,1.88141,,,1.0
lgbm_dart#2,1,1.88141,,,1.0
lgbm_gbdt#1,1,1.776793,,,1.0
lgbm_gbdt#2,1,1.877625,,,1.0
pcr#1,1,-1.03367,,,0.0
pcr#2,1,-1.03367,,,0.0
pls#1,1,1.947349,,,1.0
pls#2,1,2.015602,,,1.0
rf#1,1,1.814211,,,1.0
rf#2,1,1.877625,,,1.0
ridge#1,1,1.85559,,,1.0
ridge#2,1,1.85559,,,1.0
