model,IC_mean,IC_std,N
L-En,0.1936274509803921,,1
N-En,0.0857843137254902,,1
elasticnet#1,0.039215686274509776,,1
elasticnet#2,0.03186274509803919,,1
ffn#1,0.2549019607843136,,1
ffn#2,0.24754901960784306,,1
lasso#1,0.03186274509803919,,1
lasso#2,0.03186274509803919,,1
lgbm_dart#1,0.09803921568627445,,1
lgbm_dart#2,0.09313725490196072,,1
lgbm_gbdt#1,0.20588235294117643,,1
lgbm_gbdt#2,0.01960784313725486,,1
pcr#1,-0.13235294117647062,,1
pcr#2,-0.13235294117647062,,1
pls#1,0.19607843137254904,,1
pls#2,0.28921568627450983,,1
rf#1,-0.05637254901960791,,1
rf#2,0.034313725490196054,,1
ridge#1,0.15686274509803924,,1
ridge#2,0.15686274509803924,,1
