feature,coef,intercept
moneyness_std,-0.039179854538569876,0.2413809302729808
tau,0.22785749788891788,0.2413809302729808
is_call,0.10500003877871752,0.2413809302729808
delta_model,-0.07531561039323129,0.2413809302729808
theta_model,-0.4026649914886353,0.2413809302729808
gamma_model,0.008266888678687348,0.2413809302729808
vega_model,-0.42085768376170796,0.2413809302729808
iv,-0.04151802897880865,0.2413809302729808
log_mid_t,-0.12247512773137745,0.2413809302729808
opt_rel_spread_final,0.10523245732315852,0.2413809302729808
opt_rel_spread_chg,0.02236838529484225,0.2413809302729808
baspread_chg,0.022368385294842443,0.2413809302729808
log_open_interest_opt,0.009866859382048397,0.2413809302729808
d_log_open_interest_opt,-0.01021519520760616,0.2413809302729808
