feature,coef,intercept
moneyness_std,-0.03853266833077606,0.24109687322830842
tau,0.22541946814482916,0.24109687322830842
is_call,0.10356655117472714,0.24109687322830842
delta_model,-0.07434029013981837,0.24109687322830842
theta_model,-0.39782090315990065,0.24109687322830842
gamma_model,0.008696210217389895,0.24109687322830842
vega_model,-0.41558903922994006,0.24109687322830842
iv,-0.04054425794667708,0.24109687322830842
log_mid_t,-0.12189646429794665,0.24109687322830842
opt_rel_spread_final,0.10610565817704058,0.24109687322830842
opt_rel_spread_chg,0.02228423525945021,0.24109687322830842
baspread_chg,0.02228423525945026,0.24109687322830842
log_open_interest_opt,0.009755243203631964,0.24109687322830842
d_log_open_interest_opt,-0.010217621763803074,0.24109687322830842
