model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#1,0.279009,0.231075,1.204443,0.771427,0.241097,0.279009
lgbm_gbdt#2,0.226884,0.157115,1.336426,0.701285,0.242698,0.226884
ffn#1,0.209624,0.155666,1.648321,0.899711,0.221049,0.209624
ffn#2,0.208774,0.154326,1.643947,0.897622,0.220812,0.208774
N-En,0.202521,0.154403,1.503642,0.839658,0.194563,0.202521
lgbm_dart#2,0.196311,0.165741,1.532348,0.89534,0.160941,0.196311
pls#1,0.172789,0.079552,1.534257,0.787473,0.185039,0.172789
pls#2,0.169506,0.094112,1.553548,0.751667,0.154951,0.169506
rf#1,0.166112,0.109326,1.368827,0.699609,0.159064,0.166112
rf#2,0.15655,0.104833,1.410016,0.730826,0.152319,0.15655
ridge#2,0.117726,0.110099,1.341898,0.876435,0.178543,0.117726
ridge#1,0.117245,0.109578,1.340106,0.87656,0.17813,0.117245
lgbm_dart#1,0.111932,0.094642,1.470165,0.96502,0.09295,0.111932
L-En,0.109958,0.069565,1.51421,0.863779,0.129611,0.109958
lasso#2,0.084334,0.054343,1.401722,0.872477,0.096695,0.084334
lasso#1,0.082447,0.053089,1.40095,0.870864,0.094471,0.082447
elasticnet#1,0.077481,0.051991,1.4394,0.876006,0.088267,0.077481
elasticnet#2,0.075841,0.052147,1.449153,0.88365,0.087405,0.075841
pcr#1,0.068508,0.036015,1.481354,0.896603,0.094171,0.068508
pcr#2,0.068508,0.036015,1.481354,0.896603,0.094171,0.068508
