model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
L-En,-0.028979,-0.030104,-0.227824,-0.36135,-0.026981,-0.028979
pcr#2,-0.039656,0.034833,-1.033457,1.25215,-0.034715,-0.039656
pcr#1,-0.039656,0.034833,-1.033457,1.25215,-0.034715,-0.039656
N-En,-0.0442,-0.05394,-0.498884,-0.667714,-0.060799,-0.0442
lgbm_dart#2,-0.04853,-0.052181,-0.631807,-0.808275,-0.061546,-0.04853
rf#2,-0.048635,-0.028689,-0.542104,-0.409092,-0.054122,-0.048635
lasso#1,-0.071854,-0.037011,-0.645653,-0.524458,-0.072005,-0.071854
lasso#2,-0.078717,-0.029506,-0.760983,-0.447677,-0.080238,-0.078717
lgbm_gbdt#2,-0.07946,-0.040762,-0.742661,-0.602607,-0.089665,-0.07946
elasticnet#1,-0.080543,-0.031867,-0.765266,-0.4793,-0.082107,-0.080543
elasticnet#2,-0.080934,-0.032117,-0.76909,-0.485021,-0.082444,-0.080934
rf#1,-0.080942,-0.049806,-0.730489,-0.589368,-0.088426,-0.080942
lgbm_gbdt#1,-0.092884,-0.056598,-0.769222,-0.742349,-0.104371,-0.092884
lgbm_dart#1,-0.178673,-0.119265,-0.873168,-0.897548,-0.205797,-0.178673
ffn#2,-0.180105,-0.098626,-1.393069,-1.0999,-0.227583,-0.180105
ridge#1,-0.226977,-0.058709,-1.534382,-0.789559,-0.198705,-0.226977
ridge#2,-0.229852,-0.057524,-1.546358,-0.782983,-0.200354,-0.229852
ffn#1,-0.40736,-0.114863,-2.049192,-1.148896,-0.496767,-0.40736
pls#2,-0.424189,-0.243179,-1.204323,-1.066136,-0.286511,-0.424189
pls#1,-0.574664,-0.108076,-2.206657,-0.619148,-0.57318,-0.574664
