model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
L-En,0.087028,-0.031848,0.732293,-0.685999,-0.028979
N-En,0.07599,-0.026504,0.35279,-0.756514,-0.0442
ffn#2,0.055918,-0.045729,-0.001253,-1.046587,-0.180105
lasso#1,0.051228,-0.042606,0.382088,-0.868422,-0.071854
rf#2,0.038046,-0.006452,0.142623,-0.558106,-0.048635
elasticnet#1,0.035298,-0.03763,0.230811,-0.830168,-0.080543
elasticnet#2,0.034581,-0.037793,0.225504,-0.834525,-0.080934
lasso#2,0.034157,-0.035509,0.227333,-0.805627,-0.078717
rf#1,0.021316,-0.023263,-0.134589,-0.703695,-0.080942
lgbm_dart#2,0.015134,-0.041559,-0.332194,-0.953789,-0.04853
lgbm_gbdt#2,0.003936,-0.030278,-0.41261,-0.782358,-0.07946
lgbm_gbdt#1,0.002421,-0.041421,-0.442548,-0.868244,-0.092884
pcr#2,-0.012438,0.03352,-0.41627,1.498159,-0.039656
pcr#1,-0.012438,0.03352,-0.41627,1.498159,-0.039656
lgbm_dart#1,-0.032406,-0.092877,-0.748318,-0.938063,-0.178673
ridge#1,-0.106715,-0.053395,0.035616,-1.071839,-0.226977
ridge#2,-0.110708,-0.0523,0.032175,-1.071368,-0.229852
ffn#1,-0.117979,-0.051488,-0.827045,-1.094934,-0.40736
pls#1,-0.25163,-0.110843,-1.727038,-0.824504,-0.574664
pls#2,-0.630511,-0.267282,-0.443785,-1.26542,-0.424189
