model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#1,0.19973,0.053113,0.504984,0.367567,0.169018,0.19973
lgbm_dart#2,0.19535,0.080856,0.770544,0.655709,0.190364,0.19535
N-En,0.194367,0.054985,0.649997,0.432125,0.201624,0.194367
ffn#2,0.183795,0.033916,0.64575,0.303103,0.232324,0.183795
rf#2,0.177198,0.032389,0.494477,0.301105,0.16711,0.177198
rf#1,0.173113,0.039971,0.455941,0.321351,0.152548,0.173113
pls#2,0.170599,0.021669,0.441617,0.281034,0.130668,0.170599
ridge#1,0.166735,0.04196,0.8103,0.599342,0.20333,0.166735
ridge#2,0.166623,0.041258,0.810797,0.593544,0.203696,0.166623
lgbm_gbdt#1,0.154487,0.058667,0.683066,0.494745,0.158501,0.154487
ffn#1,0.15305,0.018046,0.51332,0.196304,0.214329,0.15305
pls#1,0.151929,0.041375,0.260821,0.445342,0.08022,0.151929
L-En,0.147292,0.043238,0.726127,0.645343,0.144657,0.147292
lasso#1,0.13837,0.042252,0.665097,0.678719,0.123113,0.13837
elasticnet#1,0.131749,0.04179,0.66078,0.702057,0.11532,0.131749
lasso#2,0.131664,0.041724,0.663889,0.704737,0.115029,0.131664
lgbm_gbdt#2,0.131399,0.054183,0.742332,0.550825,0.135966,0.131399
elasticnet#2,0.131198,0.041738,0.661702,0.703359,0.114992,0.131198
pcr#1,0.074463,0.026291,1.013645,0.780088,0.0837,0.074463
pcr#2,0.074463,0.026291,1.013645,0.780088,0.0837,0.074463
