model,IC_mean,IC_std,N
L-En,-0.15955698068701152,0.6276102132496838,4
N-En,-0.09635577915376675,0.5747720369105689,4
elasticnet#1,-0.18173927465723122,0.6457942460103389,4
elasticnet#2,-0.19245356037151695,0.6487590228432031,4
ffn#1,-0.09399601946041566,0.4741835585044044,4
ffn#2,-0.07703173374612991,0.4657193924006395,4
lasso#1,-0.1826321318000884,0.6452969079135983,4
lasso#2,-0.1674710673743181,0.6435600687185778,4
lgbm_dart#1,-0.14022640030057676,0.526735585834882,4
lgbm_dart#2,0.033027421494913785,0.4072349851360333,4
lgbm_gbdt#1,-0.13576142733836233,0.6162123288404739,4
lgbm_gbdt#2,-0.13520514693601898,0.6088149610131927,4
pcr#1,-0.15205476927613149,0.6154570559632523,4
pcr#2,-0.15205476927613149,0.6154570559632523,4
pls#1,-0.1442567816600324,0.6206346177944683,4
pls#2,-0.14937619784756,0.6068591620380392,4
rf#1,-0.16169652071354854,0.5892211648509874,4
rf#2,-0.11087922010909623,0.5781497827445158,4
ridge#1,0.008363740232935367,0.4536832808414822,4
ridge#2,0.008363740232935367,0.4536832808414822,4
