model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,4,1.153609,2.441426,0.945029,0.5
N-En,4,1.176235,2.423862,0.970546,0.5
elasticnet#1,4,1.153609,2.441426,0.945029,0.5
elasticnet#2,4,1.153609,2.441426,0.945029,0.5
ffn#1,4,1.155136,2.340365,0.987142,0.5
ffn#2,4,1.155136,2.340365,0.987142,0.5
lasso#1,4,1.153609,2.441426,0.945029,0.5
lasso#2,4,1.153609,2.441426,0.945029,0.5
lgbm_dart#1,4,1.172402,2.426118,0.966484,0.5
lgbm_dart#2,4,1.146136,2.4492,0.935927,0.75
lgbm_gbdt#1,4,1.168479,2.439124,0.958114,0.5
lgbm_gbdt#2,4,1.167564,2.431145,0.960506,0.5
pcr#1,4,1.15055,2.444778,0.941231,0.5
pcr#2,4,1.15055,2.444778,0.941231,0.5
pls#1,4,1.15055,2.444778,0.941231,0.5
pls#2,4,1.15055,2.444778,0.941231,0.5
rf#1,4,1.075978,2.496412,0.862019,0.5
rf#2,4,1.191194,2.4121,0.987682,0.5
ridge#1,4,1.234491,2.379067,1.037794,0.5
ridge#2,4,1.234491,2.379067,1.037794,0.5
