model,IC_mean,IC_std,N
L-En,0.21758241758241756,,1
N-En,0.40659340659340654,,1
elasticnet#1,0.2615384615384615,,1
elasticnet#2,0.2615384615384615,,1
ffn#1,0.38901098901098896,,1
ffn#2,0.38901098901098896,,1
lasso#1,0.18241758241758232,,1
lasso#2,0.18241758241758232,,1
lgbm_dart#1,0.43832705449258214,,1
lgbm_dart#2,0.24395604395604392,,1
lgbm_gbdt#1,0.43296703296703287,,1
lgbm_gbdt#2,0.29670329670329654,,1
pcr#1,0.024175824175824253,,1
pcr#2,0.024175824175824253,,1
pls#1,0.1604395604395604,,1
pls#2,0.279120879120879,,1
rf#1,0.39340659340659334,,1
rf#2,0.39340659340659334,,1
ridge#1,0.29670329670329654,,1
ridge#2,0.29670329670329654,,1
