model,IC_mean,IC_std,N
L-En,0.1079374797312596,0.4889003846105547,17
N-En,0.12045225062191375,0.47044251382254043,17
elasticnet#1,0.11732370680164039,0.4983892061595002,17
elasticnet#2,0.11685629018762939,0.4979795740656782,17
ffn#1,0.11314549295465894,0.47146285157327417,17
ffn#2,0.11448831219575066,0.4685856894696355,17
lasso#1,0.11949043211261484,0.49916935421324055,17
lasso#2,0.11833228571956758,0.4989078225639823,17
lgbm_dart#1,0.11007187314861978,0.4562127500860607,17
lgbm_dart#2,0.11553768694622002,0.47150734371974795,17
lgbm_gbdt#1,0.12727034009634589,0.46121320030524515,17
lgbm_gbdt#2,0.13313387683367056,0.41647992667135353,17
pcr#1,0.15639610239339105,0.4896385844868252,17
pcr#2,0.15639610239339105,0.4896385844868252,17
pls#1,0.09026486245396283,0.4724901379814744,17
pls#2,0.08082710927875403,0.4740590865809071,17
rf#1,0.11022641175464389,0.46760736349559767,17
rf#2,0.1147961902928087,0.47074517914096514,17
ridge#1,0.101576961284422,0.49461933259251467,17
ridge#2,0.10153979202238572,0.49461445399560483,17
